Index,Node,index_in_graph,node_id,meaning,category
11945,11946,,11946,"Q56.3 Pseudohermaphroditism, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11946,11947,,11947,"Q56.4 Indeterminate sex, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11947,11948,1172.0,11948,Q60 Renal agenesis and other reduction defects of kidney,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11948,11949,,11949,"Q60.0 Renal agenesis, unilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11949,11950,,11950,"Q60.1 Renal agenesis, bilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11950,11951,,11951,"Q60.2 Renal agenesis, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11951,11952,,11952,"Q60.3 Renal hypoplasia, unilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11952,11953,,11953,"Q60.4 Renal hypoplasia, bilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11953,11954,,11954,"Q60.5 Renal hypoplasia, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11954,11955,,11955,Q60.6 Potter's syndrome,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11955,11956,1173.0,11956,Q61 Cystic kidney disease,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11956,11957,,11957,Q61.0 Congenital single renal cyst,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11957,11958,,11958,"Q61.1 Polycystic kidney, infantile type","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11958,11959,,11959,"Q61.2 Polycystic kidney, adult type","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11959,11960,,11960,"Q61.3 Polycystic kidney, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11960,11961,,11961,Q61.4 Renal dysplasia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11961,11962,,11962,Q61.5 Medullary cystic kidney,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11962,11963,,11963,Q61.8 Other cystic kidney diseases,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11963,11964,,11964,"Q61.9 Cystic kidney disease, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11964,11965,1174.0,11965,Q62 Congenital obstructive defects of renal pelvis and congenital malformations of ureter,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11965,11966,,11966,Q62.0 Congenital hydronephrosis,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11966,11967,,11967,Q62.1 Atresia and stenosis of ureter,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11967,11968,,11968,Q62.2 Congenital megaloureter,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11968,11969,,11969,Q62.3 Other obstructive defects of renal pelvis and ureter,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11969,11970,,11970,Q62.4 Agenesis of ureter,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11970,11971,,11971,Q62.5 Duplication of ureter,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11971,11972,,11972,Q62.6 Malposition of ureter,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11972,11973,,11973,Q62.7 Congenital vesico-uretero-renal reflux,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11973,11974,,11974,Q62.8 Other congenital malformations of ureter,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11974,11975,1175.0,11975,Q63 Other congenital malformations of kidney,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11975,11976,,11976,Q63.0 Accessory kidney,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11976,11977,,11977,"Q63.1 Lobulated, fused and horseshoe kidney","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11977,11978,,11978,Q63.2 Ectopic kidney,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11978,11979,,11979,Q63.3 Hyperplastic and giant kidney,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11979,11980,,11980,Q63.8 Other specified congenital malformations of kidney,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11980,11981,,11981,"Q63.9 Congenital malformation of kidney, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11981,11982,1176.0,11982,Q64 Other congenital malformations of urinary system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11982,11983,,11983,Q64.0 Epispadias,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11983,11984,,11984,Q64.1 Exstrophy of urinary bladder,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11984,11985,,11985,Q64.2 Congenital posterior urethral valves,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11985,11986,,11986,Q64.3 Other atresia and stenosis of urethra and bladder neck,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11986,11987,,11987,Q64.4 Malformation of urachus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11987,11988,,11988,Q64.5 Congenital absence of bladder and urethra,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11988,11989,,11989,Q64.6 Congenital diverticulum of bladder,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11989,11990,,11990,Q64.7 Other congenital malformations of bladder and urethra,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11990,11991,,11991,Q64.8 Other specified congenital malformations of urinary system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11991,11992,,11992,"Q64.9 Congenital malformation of urinary system, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11992,11993,1177.0,11993,Q65 Congenital deformities of hip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11993,11994,,11994,"Q65.0 Congenital dislocation of hip, unilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11994,11995,,11995,"Q65.1 Congenital dislocation of hip, bilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11995,11996,,11996,"Q65.2 Congenital dislocation of hip, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11996,11997,,11997,"Q65.3 Congenital subluxation of hip, unilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11997,11998,,11998,"Q65.4 Congenital subluxation of hip, bilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11998,11999,,11999,"Q65.5 Congenital subluxation of hip, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11999,12000,,12000,Q65.6 Unstable hip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12000,12001,,12001,Q65.8 Other congenital deformities of hip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12001,12002,,12002,"Q65.9 Congenital deformity of hip, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12002,12003,1178.0,12003,Q66 Congenital deformities of feet,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12003,12004,,12004,Q66.0 Talipes equinovarus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12004,12005,,12005,Q66.1 Talipes calcaneovarus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12005,12006,,12006,Q66.2 Metatarsus varus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12006,12007,,12007,Q66.3 Other congenital varus deformities of feet,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12007,12008,,12008,Q66.4 Talipes calcaneovalgus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12008,12009,,12009,Q66.5 Congenital pes planus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12009,12010,,12010,Q66.6 Other congenital valgus deformities of feet,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12010,12011,,12011,Q66.7 Pes cavus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12011,12012,,12012,Q66.8 Other congenital deformities of feet,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12012,12013,,12013,"Q66.9 Congenital deformity of feet, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12013,12014,1179.0,12014,"Q67 Congenital musculoskeletal deformities of head, face, spine and chest","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12014,12015,,12015,Q67.0 Facial asymmetry,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12015,12016,,12016,Q67.1 Compression facies,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12016,12017,,12017,Q67.2 Dolichocephaly,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12017,12018,,12018,Q67.3 Plagiocephaly,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12018,12019,,12019,"Q67.4 Other congenital deformities of skull, face and jaw","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12019,12020,,12020,Q67.5 Congenital deformity of spine,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12020,12021,,12021,Q67.6 Pectus excavatum,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12021,12022,,12022,Q67.7 Pectus carinatum,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12022,12023,,12023,Q67.8 Other congenital deformities of chest,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12023,12024,1180.0,12024,Q68 Other congenital musculoskeletal deformities,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12024,12025,,12025,Q68.0 Congenital deformity of sternocleidomastoid muscle,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12025,12026,,12026,Q68.1 Congenital deformity of hand,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12026,12027,,12027,Q68.2 Congenital deformity of knee,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12027,12028,,12028,Q68.3 Congenital bowing of femur,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12028,12029,,12029,Q68.4 Congenital bowing of tibia and fibula,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
12029,12030,,12030,"Q68.5 Congenital bowing of long bones of leg, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
